STITCH,Gene,No_drug,No_gene
CID000000271,3749,299.0,2697.0
CID000000271,3746,299.0,2694.0
CID000000271,64114,299.0,17745.0
CID000000271,3744,299.0,2692.0
CID000000271,3745,299.0,2693.0
CID000000271,3742,299.0,2690.0
CID000000271,3743,299.0,10116.0
CID000000271,3741,299.0,2689.0
CID000000271,4620,299.0,3284.0
CID000000271,4621,299.0,3285.0
CID000000271,4622,299.0,3286.0
CID000000271,4624,299.0,3287.0
CID000000271,4626,299.0,3289.0
CID000000271,4627,299.0,3290.0
CID000000271,4628,299.0,3291.0
CID000000271,4629,299.0,3292.0
CID000000271,440387,299.0,13734.0
CID000000271,117248,299.0,14738.0
CID000000271,26140,299.0,12376.0
CID000000271,140883,299.0,7165.0
CID000000271,2271,299.0,1682.0
CID000000271,124923,299.0,17002.0
CID000000271,26149,299.0,12381.0
CID000000271,7716,299.0,5665.0
CID000000271,387496,299.0,17054.0
CID000000271,51102,299.0,14314.0
CID000000271,100529261,299.0,17460.0
CID000000271,100132396,299.0,16918.0
CID000000271,63904,299.0,17656.0
CID000000271,7490,299.0,5532.0
CID000000271,51109,299.0,14321.0
CID000000271,9249,299.0,6683.0
CID000000271,4318,299.0,3132.0
CID000000271,57403,299.0,16475.0
CID000000271,9534,299.0,6915.0
CID000000271,57404,299.0,16476.0
CID000000271,641339,299.0,14610.0
CID000000271,199,299.0,141.0
CID000000271,175,299.0,126.0
CID000000271,174,299.0,125.0
CID000000271,173,299.0,124.0
CID000000271,3698,299.0,2656.0
CID000000271,3699,299.0,2657.0
CID000000271,2052,299.0,1522.0
CID000000271,2054,299.0,1524.0
CID000000271,2059,299.0,1529.0
CID000000271,80108,299.0,9182.0
CID000000271,3695,299.0,2653.0
CID000000271,341640,299.0,8818.0
CID000000271,3697,299.0,2655.0
CID000000271,7980,299.0,5791.0
CID000000271,9407,299.0,6809.0
CID000000271,7988,299.0,5794.0
CID000000271,10627,299.0,7859.0
CID000000271,202559,299.0,4326.0
CID000000271,9337,299.0,6743.0
CID000000271,9331,299.0,6739.0
CID000000271,10154,299.0,7464.0
CID000000271,90075,299.0,11877.0
CID000000271,22800,299.0,10925.0
CID000000271,100289678,299.0,10452.0
CID000000271,22807,299.0,10931.0
CID000000271,64332,299.0,17809.0
CID000000271,10398,299.0,7664.0
CID000000271,22808,299.0,10932.0
CID000000271,9627,299.0,6992.0
CID000000271,9626,299.0,6991.0
CID000000271,390980,299.0,17564.0
CID000000271,353322,299.0,12076.0
CID000000271,116115,299.0,14138.0
CID000000271,54961,299.0,15312.0
CID000000271,149041,299.0,9751.0
CID000000271,63874,299.0,17643.0
CID000000271,25864,299.0,12165.0
CID000000271,2694,299.0,1904.0
CID000000271,54413,299.0,14998.0
CID000000271,204474,299.0,5752.0
CID000000271,84064,299.0,9930.0
CID000000271,84643,299.0,10224.0
CID000000271,83592,299.0,9772.0
CID000000271,6810,299.0,5006.0
CID000000271,6815,299.0,5011.0
CID000000271,83594,299.0,9774.0
CID000000271,79400,299.0,8802.0
CID000000271,170850,299.0,13614.0
CID000000271,7322,299.0,5397.0
CID000000271,256281,299.0,17042.0
CID000000271,10085,299.0,7403.0
CID000000271,3747,299.0,2695.0
CID000000271,1960,299.0,1448.0
CID000000271,1613,299.0,1209.0
CID000000271,1962,299.0,1450.0
CID000000271,168850,299.0,13549.0
CID000000271,647174,299.0,16463.0
CID000000271,91074,299.0,12057.0
CID000000271,80818,299.0,9382.0
CID000000271,285148,299.0,11091.0
CID000000271,8226,299.0,5890.0
CID000000271,29803,299.0,13196.0
CID000000271,284541,299.0,10874.0
CID000000271,89777,299.0,11792.0
CID000000271,11337,299.0,8413.0
CID000000271,23046,299.0,11129.0
CID000000271,79633,299.0,8866.0
CID000000271,8153,299.0,5858.0
CID000000271,169792,299.0,13567.0
CID000000271,9373,299.0,6775.0
CID000000271,1544,299.0,1161.0
CID000000271,1545,299.0,1162.0
CID000000271,1543,299.0,1160.0
CID000000271,1549,299.0,1164.0
CID000000271,8710,299.0,6258.0
CID000000271,284306,299.0,10826.0
CID000000271,547,299.0,422.0
CID000000271,126070,299.0,17177.0
CID000000271,549,299.0,423.0
CID000000271,284309,299.0,10828.0
CID000000271,23604,299.0,11640.0
CID000000271,7566,299.0,5592.0
CID000000271,84671,299.0,10242.0
CID000000271,7567,299.0,5593.0
CID000000271,7564,299.0,5590.0
CID000000271,8029,299.0,5810.0
CID000000271,8531,299.0,6114.0
CID000000271,8536,299.0,6119.0
CID000000271,51440,299.0,14563.0
CID000000271,7113,299.0,5258.0
CID000000271,7442,299.0,5492.0
CID000000271,11021,299.0,8172.0
CID000000271,11020,299.0,8171.0
CID000000271,7447,299.0,5496.0
CID000000271,5613,299.0,4070.0
CID000000271,7561,299.0,5588.0
CID000000271,26251,299.0,12441.0
CID000000271,414,299.0,317.0
CID000000271,415,299.0,318.0
CID000000271,284161,299.0,10806.0
CID000000271,410,299.0,313.0
CID000000271,411,299.0,314.0
CID000000271,412,299.0,315.0
CID000000271,100287515,299.0,9696.0
CID000000271,25953,299.0,12241.0
CID000000271,28227,299.0,12988.0
CID000000271,5715,299.0,4148.0
CID000000271,374955,299.0,13761.0
CID000000271,10212,299.0,7513.0
CID000000271,2768,299.0,1947.0
CID000000271,27035,299.0,12695.0
CID000000271,65986,299.0,343.0
CID000000271,65989,299.0,346.0
CID000000271,65988,299.0,345.0
CID000000271,27034,299.0,12694.0
CID000000271,26085,299.0,12339.0
CID000000271,345062,299.0,9692.0
CID000000271,7539,299.0,5570.0
CID000000271,643246,299.0,14872.0
CID000000271,51043,299.0,14268.0
CID000000271,170591,299.0,13599.0
CID000000271,51592,299.0,14655.0
CID000000271,55033,299.0,15371.0
CID000000271,5274,299.0,3799.0
CID000000271,55922,299.0,15997.0
CID000000271,55251,299.0,15547.0
CID000000271,55929,299.0,15999.0
CID000000271,7058,299.0,5207.0
CID000000271,65217,299.0,18072.0
CID000000271,9521,299.0,6903.0
CID000000271,381,299.0,285.0
CID000000271,383,299.0,287.0
CID000000271,384,299.0,288.0
CID000000271,387,299.0,290.0
CID000000271,388,299.0,291.0
CID000000271,389,299.0,292.0
CID000000271,56907,299.0,16227.0
CID000000271,201140,299.0,3219.0
CID000000271,5272,299.0,3797.0
CID000000271,51621,299.0,14677.0
CID000000271,155061,299.0,11755.0
CID000000271,5273,299.0,3798.0
CID000000271,4756,299.0,3400.0
CID000000271,55634,299.0,15766.0
CID000000271,5873,299.0,4258.0
CID000000271,5876,299.0,4261.0
CID000000271,5874,299.0,4259.0
CID000000271,5875,299.0,4260.0
CID000000271,5878,299.0,4263.0
CID000000271,5879,299.0,4264.0
CID000000271,27153,299.0,12768.0
CID000000271,3751,299.0,2699.0
CID000000271,3750,299.0,2698.0
CID000000271,3752,299.0,2700.0
CID000000271,3755,299.0,2703.0
CID000000271,3754,299.0,2702.0
CID000000271,64101,299.0,17735.0
CID000000271,4633,299.0,3294.0
CID000000271,4632,299.0,3293.0
CID000000271,4637,299.0,3298.0
CID000000271,5373,299.0,3888.0
CID000000271,2196,299.0,1624.0
CID000000271,4634,299.0,3295.0
CID000000271,250,299.0,179.0
CID000000271,220929,299.0,11818.0
CID000000271,2200,299.0,1627.0
CID000000271,80778,299.0,9371.0
CID000000271,57677,299.0,16689.0
CID000000271,2208,299.0,1635.0
CID000000271,162239,299.0,13356.0
CID000000271,342892,299.0,9354.0
CID000000271,84720,299.0,10272.0
CID000000271,5464,299.0,3947.0
CID000000271,63917,299.0,17663.0
CID000000271,3908,299.0,2823.0
CID000000271,9501,299.0,6885.0
CID000000271,9507,299.0,6890.0
CID000000271,163131,299.0,13396.0
CID000000271,120892,299.0,15636.0
CID000000271,7846,299.0,5742.0
CID000000271,51032,299.0,14264.0
CID000000271,340706,299.0,8566.0
CID000000271,6277,299.0,4540.0
CID000000271,84100,299.0,9952.0
CID000000271,4830,299.0,3452.0
CID000000271,4833,299.0,3455.0
CID000000271,4832,299.0,3454.0
CID000000271,3687,299.0,2645.0
CID000000271,3685,299.0,2644.0
CID000000271,4520,299.0,3211.0
CID000000271,26048,299.0,12313.0
CID000000271,140458,299.0,6788.0
CID000000271,140459,299.0,6789.0
CID000000271,90485,299.0,11957.0
CID000000271,6198,299.0,4482.0
CID000000271,6199,299.0,4483.0
CID000000271,2735,299.0,1927.0
CID000000271,53371,299.0,14865.0
CID000000271,2737,299.0,1929.0
CID000000271,2730,299.0,1923.0
CID000000271,2195,299.0,1623.0
CID000000271,10168,299.0,7477.0
CID000000271,339906,299.0,8500.0
CID000000271,2738,299.0,1930.0
CID000000271,84838,299.0,10323.0
CID000000271,57094,299.0,16337.0
CID000000271,30827,299.0,13336.0
CID000000271,55811,299.0,15917.0
CID000000271,645027,299.0,15503.0
CID000000271,5054,299.0,3625.0
CID000000271,5055,299.0,3626.0
CID000000271,83855,299.0,9850.0
CID000000271,5050,299.0,3621.0
CID000000271,9188,299.0,6636.0
CID000000271,4338,299.0,3152.0
CID000000271,57502,299.0,16544.0
CID000000271,54997,299.0,15341.0
CID000000271,54995,299.0,15340.0
CID000000271,90113,299.0,11883.0
CID000000271,346157,299.0,9915.0
CID000000271,112939,299.0,13786.0
CID000000271,84651,299.0,10229.0
CID000000271,10509,299.0,7758.0
CID000000271,9761,299.0,7117.0
CID000000271,125061,299.0,17026.0
CID000000271,10501,299.0,7755.0
CID000000271,10505,299.0,7756.0
CID000000271,10507,299.0,7757.0
CID000000271,84250,299.0,10029.0
CID000000271,10634,299.0,7866.0
CID000000271,9296,299.0,6716.0
CID000000271,84258,299.0,10037.0
CID000000271,80117,299.0,9186.0
CID000000271,1974,299.0,1457.0
CID000000271,1973,299.0,1456.0
CID000000271,8858,299.0,6388.0
CID000000271,801,299.0,614.0
CID000000271,805,299.0,616.0
CID000000271,8854,299.0,6384.0
CID000000271,137209,299.0,4436.0
CID000000271,1849,299.0,1385.0
CID000000271,89941,299.0,11853.0
CID000000271,53405,299.0,14870.0
CID000000271,5475,299.0,3956.0
CID000000271,207063,299.0,7711.0
CID000000271,5470,299.0,3952.0
CID000000271,80824,299.0,9386.0
CID000000271,80829,299.0,9387.0
CID000000271,32,299.0,24.0
CID000000271,10219,299.0,7520.0
CID000000271,1775,299.0,1317.0
CID000000271,1774,299.0,1316.0
CID000000271,5276,299.0,3801.0
CID000000271,2971,299.0,2117.0
CID000000271,5270,299.0,3795.0
CID000000271,5271,299.0,3796.0
CID000000271,1773,299.0,1315.0
CID000000271,347733,299.0,10559.0
CID000000271,79027,299.0,8627.0
CID000000271,7053,299.0,5202.0
CID000000271,7056,299.0,5205.0
CID000000271,54753,299.0,15148.0
CID000000271,5142,299.0,3689.0
CID000000271,1159,299.0,895.0
CID000000271,1158,299.0,894.0
CID000000271,8639,299.0,6196.0
CID000000271,301,299.0,213.0
CID000000271,23071,299.0,11153.0
CID000000271,1553,299.0,1166.0
CID000000271,1152,299.0,889.0
CID000000271,5518,299.0,3983.0
CID000000271,84290,299.0,10067.0
CID000000271,1555,299.0,1168.0
CID000000271,5515,299.0,3981.0
CID000000271,253190,299.0,16141.0
CID000000271,5516,299.0,3982.0
CID000000271,1551,299.0,1165.0
CID000000271,2999,299.0,2141.0
CID000000271,11108,299.0,8245.0
CID000000271,59,299.0,47.0
CID000000271,3039,299.0,2174.0
CID000000271,1557,299.0,1169.0
CID000000271,1559,299.0,1171.0
CID000000271,54,299.0,43.0
CID000000271,25891,299.0,12187.0
CID000000271,3030,299.0,2166.0
CID000000271,219595,299.0,11075.0
CID000000271,126069,299.0,17176.0
CID000000271,126068,299.0,17175.0
CID000000271,8703,299.0,6253.0
CID000000271,2990,299.0,2133.0
CID000000271,284370,299.0,10843.0
CID000000271,284371,299.0,10844.0
CID000000271,1558,299.0,1170.0
CID000000271,91442,299.0,12198.0
CID000000271,22871,299.0,10984.0
CID000000271,729288,299.0,5998.0
CID000000271,23678,299.0,11690.0
CID000000271,401036,299.0,5735.0
CID000000271,55845,299.0,15944.0
CID000000271,11107,299.0,8244.0
CID000000271,5604,299.0,4061.0
CID000000271,8529,299.0,6112.0
CID000000271,3032,299.0,2167.0
CID000000271,8520,299.0,6104.0
CID000000271,100129543,299.0,16036.0
CID000000271,51455,299.0,14575.0
CID000000271,9997,299.0,7327.0
CID000000271,56649,299.0,16153.0
CID000000271,91227,299.0,12084.0
CID000000271,6519,299.0,4749.0
CID000000271,207,299.0,146.0
CID000000271,11031,299.0,8180.0
CID000000271,100131980,299.0,16863.0
CID000000271,91526,299.0,12268.0
CID000000271,3292,299.0,2376.0
CID000000271,3816,299.0,2759.0
CID000000271,3817,299.0,2760.0
CID000000271,3818,299.0,2761.0
CID000000271,23491,299.0,11536.0
CID000000271,65990,299.0,347.0
CID000000271,23250,299.0,11323.0
CID000000271,65997,299.0,352.0
CID000000271,283748,299.0,10750.0
CID000000271,340252,299.0,8529.0
CID000000271,51058,299.0,14275.0
CID000000271,27010,299.0,12680.0
CID000000271,27012,299.0,12681.0
CID000000271,7549,299.0,5579.0
CID000000271,50509,299.0,14127.0
CID000000271,50508,299.0,14126.0
CID000000271,7541,299.0,5571.0
CID000000271,50507,299.0,14125.0
CID000000271,7543,299.0,5573.0
CID000000271,7544,299.0,5574.0
CID000000271,7545,299.0,5575.0
CID000000271,7546,299.0,5576.0
CID000000271,7547,299.0,5577.0
CID000000271,55268,299.0,15563.0
CID000000271,81562,299.0,9509.0
CID000000271,81567,299.0,9512.0
CID000000271,81569,299.0,9513.0
CID000000271,150290,299.0,10286.0
CID000000271,6768,299.0,4975.0
CID000000271,84812,299.0,10306.0
CID000000271,84816,299.0,10309.0
CID000000271,10993,299.0,8147.0
CID000000271,342926,299.0,9374.0
CID000000271,5869,299.0,4254.0
CID000000271,5868,299.0,4253.0
CID000000271,55647,299.0,15775.0
CID000000271,5862,299.0,4247.0
CID000000271,60490,299.0,17162.0
CID000000271,56848,299.0,16195.0
CID000000271,163049,299.0,13385.0
CID000000271,64135,299.0,17757.0
CID000000271,55869,299.0,15963.0
CID000000271,80760,299.0,9359.0
CID000000271,90874,299.0,12024.0
CID000000271,2184,299.0,1613.0
CID000000271,55860,299.0,15957.0
CID000000271,224,299.0,162.0
CID000000271,223,299.0,161.0
CID000000271,222,299.0,160.0
CID000000271,220,299.0,158.0
CID000000271,142910,299.0,8476.0
CID000000271,2219,299.0,1644.0
CID000000271,57644,299.0,16660.0
CID000000271,100529240,299.0,17456.0
CID000000271,57642,299.0,16658.0
CID000000271,43847,299.0,13658.0
CID000000271,27232,299.0,12812.0
CID000000271,140625,299.0,6933.0
CID000000271,6690,299.0,4904.0
CID000000271,43849,299.0,13659.0
CID000000271,195828,299.0,17925.0
CID000000271,90589,299.0,11971.0
CID000000271,64005,299.0,17702.0
CID000000271,158,299.0,114.0
CID000000271,2977,299.0,2122.0
CID000000271,100289635,299.0,10449.0
CID000000271,93973,299.0,12995.0
CID000000271,6341,299.0,4596.0
CID000000271,4519,299.0,3210.0
CID000000271,54675,299.0,15122.0
CID000000271,4512,299.0,3206.0
CID000000271,4513,299.0,3207.0
CID000000271,6809,299.0,5005.0
CID000000271,4514,299.0,3208.0
CID000000271,340385,299.0,8544.0
CID000000271,125893,299.0,17123.0
CID000000271,9420,299.0,6819.0
CID000000271,9423,299.0,6822.0
CID000000271,9422,299.0,6821.0
CID000000271,9424,299.0,6823.0
CID000000271,9427,299.0,6826.0
CID000000271,64895,299.0,17994.0
CID000000271,9601,299.0,6969.0
CID000000271,199777,299.0,2279.0
CID000000271,57336,299.0,16458.0
CID000000271,57335,299.0,16457.0
CID000000271,10172,299.0,7481.0
CID000000271,163081,299.0,13390.0
CID000000271,163087,299.0,13392.0
CID000000271,124411,299.0,16912.0
CID000000271,22829,299.0,10947.0
CID000000271,60678,299.0,17218.0
CID000000271,5045,299.0,3616.0
CID000000271,22824,299.0,10943.0
CID000000271,10371,299.0,7645.0
CID000000271,3782,299.0,2728.0
CID000000271,3783,299.0,2729.0
CID000000271,3781,299.0,2727.0
CID000000271,3786,299.0,2732.0
CID000000271,3787,299.0,2733.0
CID000000271,3784,299.0,2730.0
CID000000271,1800,299.0,1338.0
CID000000271,3788,299.0,2734.0
CID000000271,1808,299.0,1346.0
CID000000271,10773,299.0,7971.0
CID000000271,9512,299.0,6894.0
CID000000271,6237,299.0,4510.0
CID000000271,6236,299.0,4509.0
CID000000271,9519,299.0,6901.0
CID000000271,80010,299.0,9148.0
CID000000271,84628,299.0,10214.0
CID000000271,84622,299.0,10208.0
CID000000271,113457,299.0,13846.0
CID000000271,84627,299.0,10213.0
CID000000271,29122,299.0,13142.0
CID000000271,10518,299.0,7764.0
CID000000271,10519,299.0,7765.0
CID000000271,10243,299.0,7544.0
CID000000271,10512,299.0,7759.0
CID000000271,64577,299.0,17877.0
CID000000271,8867,299.0,6395.0
CID000000271,23173,299.0,11245.0
CID000000271,3250,299.0,2350.0
CID000000271,3251,299.0,2351.0
CID000000271,1946,299.0,1435.0
CID000000271,122481,299.0,16255.0
CID000000271,54509,299.0,15052.0
CID000000271,811,299.0,619.0
CID000000271,814,299.0,621.0
CID000000271,25809,299.0,12122.0
CID000000271,10093,299.0,7409.0
CID000000271,10092,299.0,7408.0
CID000000271,10202,299.0,7503.0
CID000000271,3336,299.0,2408.0
CID000000271,5467,299.0,3949.0
CID000000271,50801,299.0,14177.0
CID000000271,3339,299.0,2411.0
CID000000271,5267,299.0,3792.0
CID000000271,5265,299.0,3790.0
CID000000271,7730,299.0,5671.0
CID000000271,10190,299.0,7493.0
CID000000271,553115,299.0,13047.0
CID000000271,256394,299.0,17052.0
CID000000271,5269,299.0,3794.0
CID000000271,5268,299.0,3793.0
CID000000271,163227,299.0,13404.0
CID000000271,163223,299.0,13403.0
CID000000271,728927,299.0,5813.0
CID000000271,252884,299.0,16103.0
CID000000271,282974,299.0,10631.0
CID000000271,653857,299.0,17705.0
CID000000271,8609,299.0,6172.0
CID000000271,1120,299.0,863.0
CID000000271,284217,299.0,10814.0
CID000000271,23499,299.0,11543.0
CID000000271,25888,299.0,12185.0
CID000000271,168544,299.0,13545.0
CID000000271,79724,299.0,8940.0
CID000000271,339221,299.0,8441.0
CID000000271,79727,299.0,8943.0
CID000000271,126017,299.0,17154.0
CID000000271,643641,299.0,14894.0
CID000000271,2983,299.0,2128.0
CID000000271,3026,299.0,2163.0
CID000000271,2986,299.0,2130.0
CID000000271,2984,299.0,2129.0
CID000000271,523,299.0,405.0
CID000000271,83715,299.0,9815.0
CID000000271,1016,299.0,789.0
CID000000271,8735,299.0,6281.0
CID000000271,529,299.0,411.0
CID000000271,339559,299.0,8480.0
CID000000271,23660,299.0,11683.0
CID000000271,136541,299.0,3951.0
CID000000271,8513,299.0,6097.0
CID000000271,126231,299.0,17227.0
CID000000271,89822,299.0,11805.0
CID000000271,283629,299.0,10733.0
CID000000271,6279,299.0,4542.0
CID000000271,4357,299.0,3164.0
CID000000271,195814,299.0,17913.0
CID000000271,4353,299.0,3160.0
CID000000271,4116,299.0,2978.0
CID000000271,11004,299.0,8155.0
CID000000271,25979,299.0,12258.0
CID000000271,9104,299.0,6565.0
CID000000271,389058,299.0,17319.0
CID000000271,85461,299.0,10536.0
CID000000271,115294,299.0,14057.0
CID000000271,432,299.0,327.0
CID000000271,92291,299.0,12615.0
CID000000271,100287718,299.0,9704.0
CID000000271,440738,299.0,13798.0
CID000000271,127833,299.0,17407.0
CID000000271,80144,299.0,9198.0
CID000000271,3801,299.0,2745.0
CID000000271,148198,299.0,9665.0
CID000000271,11344,299.0,8420.0
CID000000271,11345,299.0,8421.0
CID000000271,80146,299.0,9200.0
CID000000271,6009,299.0,4373.0
CID000000271,23710,299.0,11700.0
CID000000271,7157,299.0,5288.0
CID000000271,8192,299.0,5871.0
CID000000271,51020,299.0,14252.0
CID000000271,730051,299.0,6612.0
CID000000271,51022,299.0,14254.0
CID000000271,197320,299.0,536.0
CID000000271,163051,299.0,13387.0
CID000000271,23414,299.0,11472.0
CID000000271,199974,299.0,2432.0
CID000000271,253175,299.0,16140.0
CID000000271,316,299.0,226.0
CID000000271,23395,299.0,11454.0
CID000000271,7553,299.0,5583.0
CID000000271,7552,299.0,5582.0
CID000000271,7551,299.0,5581.0
CID000000271,7556,299.0,5586.0
CID000000271,91522,299.0,12264.0
CID000000271,7554,299.0,5584.0
CID000000271,55279,299.0,15572.0
CID000000271,26289,299.0,12474.0
CID000000271,26287,299.0,12472.0
CID000000271,55786,299.0,15894.0
CID000000271,26284,299.0,12469.0
CID000000271,93107,299.0,12929.0
CID000000271,56479,299.0,16130.0
CID000000271,9946,299.0,7285.0
CID000000271,55657,299.0,15783.0
CID000000271,342933,299.0,9375.0
CID000000271,9718,299.0,7076.0
CID000000271,170487,299.0,13593.0
CID000000271,27130,299.0,12753.0
CID000000271,55659,299.0,15785.0
CID000000271,5816,299.0,4222.0
CID000000271,3066,299.0,2196.0
CID000000271,51807,299.0,14781.0
CID000000271,51806,299.0,14780.0
CID000000271,57786,299.0,16745.0
CID000000271,90338,299.0,11927.0
CID000000271,51809,299.0,14783.0
CID000000271,56302,299.0,16108.0
CID000000271,4619,299.0,3283.0
CID000000271,440515,299.0,13766.0
CID000000271,130752,299.0,18071.0
CID000000271,340654,299.0,8563.0
CID000000271,158586,299.0,12925.0
CID000000271,231,299.0,167.0
CID000000271,57659,299.0,16674.0
CID000000271,10352,299.0,7634.0
CID000000271,64856,299.0,17986.0
CID000000271,2224,299.0,1648.0
CID000000271,2222,299.0,1647.0
CID000000271,2220,299.0,1645.0
CID000000271,4881,299.0,3497.0
CID000000271,140612,299.0,6922.0
CID000000271,201501,299.0,3508.0
CID000000271,5928,299.0,4310.0
CID000000271,63826,299.0,17636.0
CID000000271,51157,299.0,14360.0
CID000000271,51156,299.0,14359.0
CID000000271,253827,299.0,16435.0
CID000000271,134526,299.0,2486.0
CID000000271,222696,299.0,12341.0
CID000000271,90592,299.0,11973.0
CID000000271,999,299.0,773.0
CID000000271,90594,299.0,11974.0
CID000000271,3371,299.0,2434.0
CID000000271,100507290,299.0,13645.0
CID000000271,90268,299.0,11909.0
CID000000271,140576,299.0,6888.0
CID000000271,50506,299.0,14124.0
CID000000271,26063,299.0,12328.0
CID000000271,85477,299.0,10542.0
CID000000271,80150,299.0,9202.0
CID000000271,79009,299.0,8616.0
CID000000271,22921,299.0,11032.0
CID000000271,1193,299.0,918.0
CID000000271,9369,299.0,6771.0
CID000000271,10699,299.0,7920.0
CID000000271,149076,299.0,9756.0
CID000000271,8986,299.0,6473.0
CID000000271,60681,299.0,17220.0
CID000000271,22835,299.0,10951.0
CID000000271,124401,299.0,16909.0
CID000000271,3799,299.0,2743.0
